Evt_lab,Start,End,TotalPrecip_mm,Max_Intensity,Dur_hr,PreDry_Dur_hr
9343,8/15/1991 17:00,8/15/1991 20:00,30.47,21.84,4,5
9345,8/16/1991 14:00,8/16/1991 14:00,1.78,1.78,1,17
9347,8/19/1991 14:00,8/19/1991 14:00,0.25,0.25,1,71
9349,8/20/1991 0:00,8/20/1991 0:00,0.25,0.25,1,9
9351,8/20/1991 10:00,8/20/1991 11:00,0.5,0.25,2,9
9353,8/23/1991 11:00,8/23/1991 15:00,1.52,1.27,5,72
9355,8/24/1991 4:00,8/24/1991 7:00,1.27,1.02,4,12
9357,8/24/1991 12:00,8/24/1991 22:00,8.11,3.3,11,4
9359,8/25/1991 15:00,8/25/1991 15:00,0.25,0.25,1,16
9361,8/28/1991 14:00,8/28/1991 14:00,0.25,0.25,1,71
9363,8/29/1991 9:00,8/29/1991 10:00,1.01,0.76,2,18
9365,8/30/1991 10:00,8/30/1991 16:00,9.39,8.13,7,23
9367,9/2/1991 12:00,9/2/1991 12:00,3.3,3.3,1,67
9369,9/2/1991 23:00,9/3/1991 5:00,2.54,1.02,7,11
9371,9/3/1991 9:00,9/3/1991 10:00,0.76,0.51,2,3
9373,9/3/1991 17:00,9/3/1991 17:00,0.76,0.76,1,6
9375,9/3/1991 23:00,9/4/1991 5:00,17.02,3.56,7,6
9377,9/18/1991 11:00,9/18/1991 11:00,0.25,0.25,1,342
9379,9/20/1991 15:00,9/20/1991 16:00,10.66,10.41,2,51
9381,9/25/1991 12:00,9/25/1991 18:00,2.03,1.27,7,116
9383,9/29/1991 7:00,9/29/1991 19:00,120.14,42.67,13,84
9385,10/1/1991 18:00,10/2/1991 9:00,76.96,18.54,16,46
9387,10/2/1991 14:00,10/2/1991 14:00,0.25,0.25,1,4
9389,10/4/1991 14:00,10/4/1991 14:00,1.78,1.78,1,48
9391,10/4/1991 19:00,10/4/1991 21:00,0.5,0.25,3,4
9393,10/5/1991 15:00,10/5/1991 19:00,60.46,27.69,5,18
9395,10/5/1991 23:00,10/5/1991 23:00,0.25,0.25,1,4
9397,10/23/1991 4:00,10/23/1991 4:00,0.51,0.51,1,413
9399,10/25/1991 21:00,10/25/1991 21:00,0.51,0.51,1,66
9401,10/26/1991 12:00,10/26/1991 13:00,1.52,1.27,2,15
9403,10/29/1991 22:00,10/29/1991 22:00,0.51,0.51,1,80
9405,11/2/1991 8:00,11/2/1991 8:00,0.25,0.25,1,82
9407,11/3/1991 21:00,11/4/1991 0:00,1.52,0.76,4,37
9409,11/9/1991 0:00,11/9/1991 7:00,11.93,3.3,8,119
9411,11/18/1991 13:00,11/18/1991 15:00,1.52,0.76,3,221
9413,11/20/1991 11:00,11/20/1991 11:00,0.25,0.25,1,43
9415,11/23/1991 6:00,11/23/1991 6:00,0.25,0.25,1,66
9417,11/28/1991 13:00,11/28/1991 15:00,2.28,1.52,3,126
9419,12/3/1991 20:00,12/3/1991 21:00,1.27,0.76,2,124
9421,12/10/1991 8:00,12/10/1991 8:00,0.76,0.76,1,154
9423,12/14/1991 16:00,12/14/1991 17:00,2.03,1.27,2,105
9425,12/23/1991 19:00,12/23/1991 22:00,1,0.25,4,217
9427,12/26/1991 23:00,12/26/1991 23:00,1.52,1.52,1,72
9429,12/28/1991 10:00,12/28/1991 10:00,0.25,0.25,1,35
9431,12/28/1991 14:00,12/28/1991 17:00,4.07,3.05,4,3
9433,12/28/1991 22:00,12/28/1991 22:00,0.25,0.25,1,4
9435,1/1/1992 17:00,1/2/1992 1:00,8.38,3.3,9,90
9437,1/2/1992 16:00,1/2/1992 16:00,0.25,0.25,1,16
9439,1/4/1992 4:00,1/4/1992 4:00,0.25,0.25,1,36
9441,1/13/1992 16:00,1/14/1992 2:00,71.62,31.75,11,228
9443,1/19/1992 8:00,1/19/1992 17:00,13.71,3.81,10,125
9445,1/23/1992 3:00,1/23/1992 3:00,0.51,0.51,1,81
9447,1/23/1992 9:00,1/23/1992 13:00,21.08,8.64,5,6
9449,1/28/1992 3:00,1/29/1992 4:00,29.94,7.87,26,110
9451,1/29/1992 19:00,1/29/1992 19:00,0.25,0.25,1,14
9453,1/30/1992 19:00,1/30/1992 19:00,0.51,0.51,1,23
9455,2/5/1992 7:00,2/5/1992 9:00,4.06,1.52,3,131
9457,2/5/1992 21:00,2/6/1992 2:00,4.06,1.52,6,11
9459,2/6/1992 7:00,2/6/1992 11:00,3.29,1.52,5,4
9461,2/7/1992 18:00,2/7/1992 20:00,1.52,0.76,3,30
9463,2/17/1992 11:00,2/17/1992 12:00,0.5,0.25,2,230
9465,2/17/1992 17:00,2/17/1992 18:00,4.06,2.54,2,4
9467,2/18/1992 12:00,2/18/1992 12:00,0.25,0.25,1,17
9469,2/18/1992 19:00,2/18/1992 21:00,1.01,0.51,3,6
9471,2/19/1992 10:00,2/19/1992 10:00,0.51,0.51,1,12
9473,2/22/1992 17:00,2/22/1992 17:00,0.76,0.76,1,78
9475,2/24/1992 15:00,2/24/1992 16:00,13.2,12.95,2,46
9477,2/24/1992 21:00,2/25/1992 12:00,9.39,1.78,16,5
9479,2/25/1992 18:00,2/25/1992 22:00,24.39,19.56,5,5
9481,3/5/1992 8:00,3/5/1992 15:00,1.25,0.25,8,202
9483,3/6/1992 16:00,3/6/1992 16:00,0.76,0.76,1,24
9485,3/7/1992 1:00,3/7/1992 3:00,9.65,5.08,3,8
9487,3/10/1992 15:00,3/10/1992 22:00,22.36,12.7,8,83
9489,3/19/1992 6:00,3/19/1992 11:00,8.89,6.35,6,199
9491,3/23/1992 8:00,3/23/1992 11:00,5.83,3.3,4,93
9493,3/25/1992 17:00,3/25/1992 22:00,27.94,15.49,6,54
9495,3/30/1992 8:00,3/30/1992 9:00,0.5,0.25,2,106
9497,3/30/1992 16:00,3/30/1992 16:00,26.67,26.67,1,7
9499,4/11/1992 9:00,4/11/1992 17:00,19.55,16,9,281
9501,4/19/1992 21:00,4/19/1992 22:00,5.59,3.05,2,195
9503,4/20/1992 3:00,4/20/1992 3:00,0.76,0.76,1,4
9505,4/20/1992 22:00,4/21/1992 7:00,60.95,12.19,10,19
9507,4/22/1992 4:00,4/22/1992 5:00,0.5,0.25,2,21
9509,4/25/1992 16:00,4/25/1992 20:00,48,29.97,5,84
9511,5/7/1992 3:00,5/7/1992 7:00,12.7,7.37,5,270
9513,5/13/1992 18:00,5/13/1992 18:00,0.76,0.76,1,155
9515,5/13/1992 20:00,5/13/1992 23:00,53.34,50.29,4,3
9517,5/14/1992 11:00,5/14/1992 12:00,0.5,0.25,2,12
9519,5/15/1992 10:00,5/15/1992 10:00,0.25,0.25,1,21
9521,5/21/1992 10:00,5/22/1992 2:00,14.98,6.86,17,144
9523,5/26/1992 19:00,5/26/1992 19:00,0.25,0.25,1,113
9525,5/28/1992 15:00,5/28/1992 15:00,10.67,10.67,1,44
9527,5/28/1992 20:00,5/28/1992 21:00,9.4,5.84,2,6
9529,5/29/1992 15:00,5/29/1992 15:00,5.08,5.08,1,18
9531,6/3/1992 7:00,6/3/1992 8:00,1.02,0.51,2,112
9533,6/3/1992 15:00,6/4/1992 2:00,25.89,6.6,12,6
9535,6/5/1992 16:00,6/5/1992 16:00,12.45,12.45,1,37
9537,6/8/1992 18:00,6/9/1992 2:00,9.13,5.08,9,74
9539,6/9/1992 16:00,6/10/1992 0:00,23.6,18.54,9,13
9541,6/12/1992 17:00,6/12/1992 18:00,3.31,2.29,2,64
9543,6/13/1992 14:00,6/13/1992 20:00,20.57,15.75,7,20
9545,6/14/1992 15:00,6/14/1992 17:00,3.04,2.03,3,18
9547,6/23/1992 14:00,6/23/1992 14:00,0.76,0.76,1,212
9549,6/23/1992 16:00,6/23/1992 20:00,13.21,11.18,5,2
9551,6/24/1992 13:00,6/24/1992 17:00,33.53,15.24,5,16
9553,6/25/1992 18:00,6/25/1992 19:00,15.24,13.21,2,24
9555,6/28/1992 13:00,6/28/1992 13:00,0.25,0.25,1,65
9557,6/28/1992 21:00,6/28/1992 21:00,1.02,1.02,1,7
9559,6/29/1992 12:00,6/29/1992 12:00,0.25,0.25,1,14
9561,6/30/1992 14:00,6/30/1992 20:00,10.15,7.11,7,25
9563,7/1/1992 16:00,7/1/1992 16:00,5.84,5.84,1,19
9565,7/6/1992 9:00,7/6/1992 10:00,1.27,0.76,2,113
9567,7/6/1992 15:00,7/6/1992 15:00,2.03,2.03,1,4
9569,7/8/1992 14:00,7/8/1992 15:00,3.81,3.3,2,46
9571,7/14/1992 17:00,7/14/1992 19:00,10.15,5.33,3,147
9573,7/16/1992 18:00,7/16/1992 18:00,0.76,0.76,1,46
9575,7/17/1992 17:00,7/17/1992 22:00,14.23,6.1,6,22
9577,7/19/1992 14:00,7/19/1992 19:00,41.9,21.08,6,39
9579,7/27/1992 17:00,7/27/1992 17:00,0.51,0.51,1,189
9581,7/30/1992 14:00,7/30/1992 18:00,3.8,2.79,5,68
9583,8/2/1992 17:00,8/2/1992 18:00,35.05,34.54,2,71
9585,8/3/1992 14:00,8/3/1992 17:00,6.6,5.08,4,20
9587,8/4/1992 20:00,8/4/1992 22:00,24.13,10.92,3,27
9589,8/5/1992 21:00,8/5/1992 22:00,1.01,0.76,2,23
9591,8/6/1992 15:00,8/6/1992 16:00,19.81,19.3,2,16
9593,8/6/1992 21:00,8/6/1992 21:00,0.25,0.25,1,4
9595,8/7/1992 19:00,8/7/1992 21:00,15.24,7.37,3,21
9597,8/13/1992 14:00,8/13/1992 16:00,8.13,6.86,3,136
9599,8/14/1992 12:00,8/14/1992 18:00,19.3,12.7,7,20
9601,8/15/1992 6:00,8/15/1992 9:00,1.52,0.51,4,12
9603,8/16/1992 18:00,8/16/1992 20:00,19.05,15.49,3,33
9605,8/17/1992 16:00,8/17/1992 18:00,0.76,0.51,3,19
9607,8/18/1992 0:00,8/18/1992 0:00,0.25,0.25,1,6
9609,8/19/1992 17:00,8/19/1992 18:00,5.33,4.57,2,40
9611,8/20/1992 21:00,8/20/1992 21:00,1.27,1.27,1,26
9613,8/21/1992 20:00,8/21/1992 22:00,10.42,8.89,3,23
9615,8/23/1992 12:00,8/23/1992 12:00,0.51,0.51,1,37
9617,8/24/1992 5:00,8/24/1992 6:00,0.76,0.51,2,16
9619,8/24/1992 15:00,8/24/1992 17:00,7.11,4.32,3,8
9621,8/25/1992 2:00,8/25/1992 2:00,2.29,2.29,1,9
9623,8/25/1992 9:00,8/25/1992 10:00,14.48,13.97,2,6
9625,8/29/1992 21:00,8/29/1992 21:00,16.51,16.51,1,107
9627,9/2/1992 14:00,9/2/1992 15:00,1.27,0.76,2,88
9629,9/3/1992 13:00,9/3/1992 15:00,1.01,0.76,3,21
9631,9/4/1992 14:00,9/4/1992 18:00,2.79,2.29,5,22
9633,9/5/1992 5:00,9/5/1992 9:00,18.03,13.72,5,10
9635,9/5/1992 17:00,9/5/1992 20:00,6.1,2.29,4,7
9637,9/6/1992 14:00,9/6/1992 15:00,1.52,1.27,2,17
9639,9/7/1992 22:00,9/7/1992 22:00,0.51,0.51,1,30
9641,9/8/1992 14:00,9/8/1992 16:00,9.4,4.57,3,15
9643,9/9/1992 22:00,9/9/1992 22:00,0.25,0.25,1,30
9645,9/10/1992 3:00,9/10/1992 14:00,14.22,3.81,12,5
9647,9/12/1992 18:00,9/12/1992 18:00,2.79,2.79,1,51
9649,9/13/1992 2:00,9/13/1992 2:00,0.25,0.25,1,7
9651,9/14/1992 8:00,9/14/1992 13:00,1.27,0.51,6,29
9653,9/14/1992 18:00,9/15/1992 2:00,4.3,2.03,9,5
9655,9/15/1992 12:00,9/15/1992 18:00,3.29,1.52,7,9
9657,9/16/1992 8:00,9/16/1992 13:00,7.62,3.81,6,15
9659,9/17/1992 11:00,9/17/1992 11:00,0.76,0.76,1,21
9661,9/19/1992 14:00,9/19/1992 14:00,0.76,0.76,1,50
9663,9/24/1992 6:00,9/24/1992 15:00,56.65,16.26,10,111
9665,9/25/1992 1:00,9/25/1992 10:00,1.52,0.51,10,9
9667,9/25/1992 17:00,9/26/1992 6:00,13.2,2.54,14,7
9669,9/26/1992 10:00,9/26/1992 11:00,8.38,7.62,2,3
9671,9/26/1992 16:00,9/26/1992 17:00,5.59,4.83,2,5
9673,9/27/1992 11:00,9/27/1992 11:00,0.25,0.25,1,17
9675,9/28/1992 15:00,9/28/1992 15:00,0.51,0.51,1,27
9677,10/2/1992 16:00,10/4/1992 3:00,206.97,49.53,36,97
9679,10/4/1992 18:00,10/4/1992 18:00,0.25,0.25,1,15
9681,10/8/1992 2:00,10/8/1992 6:00,1.77,1.27,5,79
9683,10/11/1992 4:00,10/11/1992 4:00,0.25,0.25,1,69
9685,10/11/1992 17:00,10/11/1992 17:00,2.54,2.54,1,12
9687,11/2/1992 15:00,11/2/1992 16:00,4.31,4.06,2,525
9689,11/5/1992 20:00,11/5/1992 20:00,6.1,6.1,1,76
9691,11/9/1992 22:00,11/10/1992 3:00,1.52,0.76,6,98
9693,11/11/1992 14:00,11/11/1992 15:00,1.52,0.76,2,34
9695,11/11/1992 18:00,11/11/1992 18:00,0.25,0.25,1,3
9697,11/12/1992 1:00,11/12/1992 6:00,1.01,0.51,6,6
9699,11/12/1992 23:00,11/12/1992 23:00,1.52,1.52,1,16
9701,11/13/1992 3:00,11/13/1992 3:00,0.25,0.25,1,5
9703,11/20/1992 18:00,11/20/1992 23:00,5.59,1.52,6,184
9705,11/21/1992 5:00,11/21/1992 7:00,2.03,1.27,3,6
9707,11/21/1992 17:00,11/21/1992 17:00,6.1,6.1,1,10
9709,11/22/1992 12:00,11/22/1992 15:00,1.52,0.76,4,19
9711,11/27/1992 7:00,11/27/1992 14:00,7.11,2.03,8,111
9713,12/5/1992 9:00,12/5/1992 11:00,0.5,0.25,3,187
9715,12/10/1992 5:00,12/10/1992 7:00,12.95,11.68,3,114
9717,12/26/1992 14:00,12/26/1992 15:00,2.54,1.27,2,391
9719,12/26/1992 23:00,12/26/1992 23:00,0.25,0.25,1,7
9721,12/30/1992 7:00,12/30/1992 7:00,0.25,0.25,1,79
9723,1/2/1993 11:00,1/2/1993 15:00,4.83,1.78,5,75
9725,1/4/1993 8:00,1/4/1993 11:00,2.54,1.27,4,40
9727,1/5/1993 0:00,1/5/1993 0:00,6.86,6.86,1,14
9729,1/5/1993 6:00,1/5/1993 6:00,0.25,0.25,1,7
9731,1/5/1993 23:00,1/5/1993 23:00,2.79,2.79,1,16
9733,1/8/1993 14:00,1/8/1993 16:00,12.19,6.35,3,62
9735,1/8/1993 19:00,1/8/1993 23:00,3.06,1.02,5,3
9737,1/11/1993 3:00,1/11/1993 11:00,4.82,3.3,9,51
9739,1/11/1993 22:00,1/12/1993 6:00,4.56,2.03,9,10
9741,1/13/1993 6:00,1/13/1993 8:00,4.32,3.05,3,24
9743,1/15/1993 18:00,1/15/1993 22:00,6.35,2.29,5,57
9745,1/16/1993 2:00,1/16/1993 8:00,14.99,5.59,7,4
9747,1/20/1993 13:00,1/20/1993 20:00,2.28,0.51,8,101
9749,1/21/1993 0:00,1/21/1993 0:00,0.25,0.25,1,3
9751,1/21/1993 18:00,1/21/1993 18:00,0.51,0.51,1,17
9753,1/22/1993 11:00,1/22/1993 12:00,1.01,0.76,2,17
9755,1/24/1993 17:00,1/24/1993 17:00,0.25,0.25,1,52
9757,1/25/1993 23:00,1/26/1993 8:00,2.53,0.76,10,29
9759,1/26/1993 17:00,1/26/1993 23:00,5.32,2.79,7,8
9761,2/5/1993 16:00,2/5/1993 17:00,1.27,0.76,2,232
9763,2/6/1993 17:00,2/7/1993 7:00,9.65,1.78,15,25
9765,2/7/1993 14:00,2/7/1993 15:00,14.98,14.22,2,7
9767,2/7/1993 21:00,2/8/1993 4:00,5.34,1.27,8,5
9769,2/9/1993 22:00,2/10/1993 4:00,2.53,0.76,7,43
9771,2/11/1993 18:00,2/11/1993 20:00,2.03,1.02,3,38
9773,2/16/1993 16:00,2/16/1993 17:00,0.76,0.51,2,115
9775,2/22/1993 5:00,2/22/1993 16:00,31.24,11.18,12,131
9777,2/26/1993 0:00,2/26/1993 4:00,5.34,1.52,5,79
9779,2/26/1993 9:00,2/26/1993 9:00,0.25,0.25,1,4
9781,3/3/1993 23:00,3/4/1993 1:00,23.12,14.48,3,134
9783,3/13/1993 0:00,3/13/1993 4:00,13.72,11.94,5,214
9785,3/16/1993 15:00,3/16/1993 16:00,1.78,1.27,2,83
9787,3/17/1993 13:00,3/17/1993 21:00,8.63,3.05,9,20
9789,3/21/1993 3:00,3/21/1993 3:00,0.25,0.25,1,78
9791,3/21/1993 13:00,3/21/1993 14:00,1.01,0.76,2,9
9793,3/23/1993 20:00,3/23/1993 20:00,0.76,0.76,1,55
9795,3/25/1993 19:00,3/25/1993 19:00,0.76,0.76,1,46
9797,3/25/1993 21:00,3/26/1993 1:00,18.79,11.68,5,3
9799,3/26/1993 9:00,3/26/1993 12:00,15.24,8.13,4,9
9801,3/26/1993 15:00,3/26/1993 20:00,5.07,2.79,6,3
9803,3/31/1993 14:00,3/31/1993 18:00,21.33,10.41,5,114
9805,4/5/1993 2:00,4/5/1993 6:00,5.33,2.54,5,103
9807,4/9/1993 18:00,4/9/1993 21:00,14.73,7.62,4,108
9809,4/16/1993 6:00,4/16/1993 7:00,1.01,0.76,2,152
9811,4/26/1993 21:00,4/26/1993 21:00,0.51,0.51,1,253
9813,5/3/1993 18:00,5/3/1993 18:00,0.25,0.25,1,164
9815,5/4/1993 14:00,5/4/1993 14:00,0.76,0.76,1,19
9817,5/4/1993 19:00,5/4/1993 19:00,10.16,10.16,1,5
9819,5/18/1993 20:00,5/18/1993 21:00,10.92,8.89,2,336
9821,5/28/1993 16:00,5/29/1993 0:00,7.87,3.56,9,234
9823,5/29/1993 5:00,5/29/1993 6:00,0.76,0.51,2,4
9825,5/29/1993 12:00,5/29/1993 16:00,1.77,1.27,5,5
9827,5/30/1993 12:00,5/30/1993 12:00,8.13,8.13,1,19
9829,6/1/1993 4:00,6/1/1993 5:00,0.5,0.25,2,39
9831,6/13/1993 17:00,6/13/1993 19:00,3.3,1.78,3,299
9833,6/14/1993 2:00,6/14/1993 2:00,0.76,0.76,1,6
9835,6/22/1993 15:00,6/22/1993 20:00,19.81,11.18,6,204
9837,6/23/1993 17:00,6/23/1993 18:00,6.1,5.08,2,21
9839,6/25/1993 12:00,6/25/1993 14:00,6.1,5.08,3,41
9841,6/26/1993 16:00,6/26/1993 16:00,1.52,1.52,1,25
9843,6/27/1993 14:00,6/27/1993 16:00,16.5,10.41,3,21
9845,6/28/1993 14:00,6/28/1993 20:00,7.35,3.3,7,21
9847,6/29/1993 17:00,6/29/1993 17:00,0.76,0.76,1,20
9849,7/1/1993 14:00,7/1/1993 16:00,16.51,10.16,3,45
9851,7/6/1993 16:00,7/6/1993 17:00,5.59,3.05,2,119
9853,7/11/1993 20:00,7/11/1993 22:00,22.35,20.32,3,122
9855,7/17/1993 15:00,7/17/1993 16:00,10.67,10.16,2,137
9857,7/20/1993 17:00,7/20/1993 18:00,53.59,38.1,2,74
9859,7/21/1993 17:00,7/21/1993 18:00,11.43,5.84,2,24
9861,7/24/1993 18:00,7/24/1993 22:00,7.86,2.03,5,72
9863,7/25/1993 18:00,7/25/1993 19:00,0.5,0.25,2,19
9865,7/26/1993 17:00,7/26/1993 18:00,3.56,2.54,2,21
9867,7/29/1993 21:00,7/29/1993 22:00,53.34,46.99,2,74
9869,7/30/1993 11:00,7/30/1993 12:00,3.56,2.54,2,13
9871,8/3/1993 14:00,8/3/1993 14:00,9.4,9.4,1,98
9873,8/7/1993 23:00,8/8/1993 1:00,4.06,3.3,3,106
9875,8/11/1993 11:00,8/11/1993 11:00,7.11,7.11,1,81
9877,8/15/1993 15:00,8/15/1993 15:00,2.03,2.03,1,99
9879,8/19/1993 15:00,8/19/1993 15:00,1.52,1.52,1,95
9881,8/22/1993 15:00,8/22/1993 16:00,7.37,4.83,2,72
9883,8/23/1993 13:00,8/23/1993 13:00,5.84,5.84,1,22
9885,8/25/1993 15:00,8/25/1993 15:00,4.57,4.57,1,49
9887,8/26/1993 5:00,8/26/1993 11:00,3.29,2.79,7,13
9889,8/26/1993 21:00,8/26/1993 21:00,0.76,0.76,1,9
9891,8/27/1993 23:00,8/28/1993 2:00,5.32,2.03,4,25
9893,8/28/1993 16:00,8/28/1993 21:00,4.32,1.52,6,14
9895,8/29/1993 8:00,8/29/1993 9:00,0.5,0.25,2,10
9897,8/30/1993 13:00,8/30/1993 13:00,1.52,1.52,1,27
9899,9/5/1993 18:00,9/5/1993 20:00,13.21,9.4,3,148
9901,9/6/1993 23:00,9/6/1993 23:00,0.25,0.25,1,26
9903,9/7/1993 14:00,9/7/1993 14:00,0.51,0.51,1,14
9905,9/7/1993 18:00,9/7/1993 21:00,69.85,57.4,4,3
9907,9/8/1993 17:00,9/8/1993 18:00,6.6,5.84,2,21
9909,9/9/1993 14:00,9/9/1993 16:00,1.26,0.76,3,19
9911,9/10/1993 18:00,9/10/1993 18:00,27.69,27.69,1,25
9913,9/12/1993 13:00,9/12/1993 13:00,0.25,0.25,1,42
9915,9/18/1993 18:00,9/18/1993 19:00,42.42,37.34,2,148
9917,9/21/1993 17:00,9/21/1993 18:00,18.8,17.02,2,69
9919,9/26/1993 18:00,9/26/1993 19:00,4.32,3.56,2,120
9921,9/27/1993 13:00,9/27/1993 17:00,1.53,1.02,5,17
9923,10/6/1993 10:00,10/7/1993 16:00,49.52,10.16,31,208
9925,10/9/1993 17:00,10/9/1993 18:00,6.35,6.1,2,50
9927,10/15/1993 9:00,10/16/1993 0:00,17.51,7.11,16,134
9929,10/16/1993 5:00,10/16/1993 23:00,18.27,6.6,19,5
9931,10/24/1993 3:00,10/25/1993 12:00,15.23,3.05,34,172
9933,10/25/1993 16:00,10/26/1993 9:00,7.09,1.27,18,3
9935,10/30/1993 3:00,10/31/1993 2:00,101.61,43.94,24,89
9937,11/5/1993 19:00,11/6/1993 0:00,2.53,1.27,6,136
9939,11/6/1993 3:00,11/6/1993 7:00,24.64,10.67,5,3
9941,11/6/1993 15:00,11/6/1993 16:00,17.02,14.99,2,9
9943,11/9/1993 11:00,11/10/1993 12:00,26.39,5.84,26,66
9945,11/24/1993 0:00,11/24/1993 2:00,3.05,1.78,3,323
9947,11/24/1993 16:00,11/24/1993 16:00,1.02,1.02,1,13
9949,11/25/1993 18:00,11/25/1993 18:00,0.25,0.25,1,26
9951,11/25/1993 22:00,11/26/1993 23:00,13.93,1.78,26,4
9953,11/27/1993 5:00,11/27/1993 5:00,0.76,0.76,1,7
9955,11/27/1993 18:00,11/27/1993 19:00,0.76,0.51,2,12
9957,12/3/1993 17:00,12/3/1993 17:00,0.76,0.76,1,141
9959,12/5/1993 1:00,12/5/1993 1:00,0.76,0.76,1,31
9961,12/10/1993 19:00,12/10/1993 23:00,0.75,0.25,5,138
9963,12/14/1993 8:00,12/14/1993 10:00,1.01,0.76,3,80
9965,12/20/1993 11:00,12/21/1993 3:00,27.42,8.38,17,144
9967,12/23/1993 0:00,12/23/1993 7:00,5.08,2.29,8,44
9969,12/24/1993 15:00,12/25/1993 5:00,12.44,2.29,15,31
9971,1/1/1994 10:00,1/2/1994 6:00,25.87,7.62,21,172
9973,1/3/1994 15:00,1/3/1994 18:00,4.82,4.32,4,32
9975,1/8/1994 5:00,1/8/1994 7:00,1.53,0.51,3,107
9977,1/11/1994 19:00,1/11/1994 20:00,1.78,1.27,2,84
9979,1/13/1994 10:00,1/13/1994 23:00,28.18,5.33,14,37
9981,1/17/1994 21:00,1/18/1994 0:00,25.4,10.92,4,93
9983,1/27/1994 0:00,1/27/1994 0:00,0.25,0.25,1,216
9985,1/28/1994 12:00,1/28/1994 14:00,16.51,12.19,3,36
9987,1/28/1994 21:00,1/29/1994 10:00,6.59,1.27,14,6
9989,1/29/1994 13:00,1/31/1994 0:00,56.13,9.65,36,3
9991,2/6/1994 14:00,2/6/1994 15:00,1.53,1.02,2,158
9993,2/11/1994 15:00,2/11/1994 15:00,0.25,0.25,1,119
9995,2/17/1994 3:00,2/17/1994 5:00,2.03,1.27,3,131
9997,2/17/1994 17:00,2/17/1994 19:00,3.05,2.03,3,11
9999,2/20/1994 12:00,2/20/1994 13:00,0.76,0.51,2,65
10001,2/20/1994 16:00,2/20/1994 17:00,0.76,0.51,2,3
10003,2/24/1994 0:00,2/24/1994 8:00,15,4.83,9,79
10005,3/1/1994 15:00,3/1/1994 15:00,0.51,0.51,1,127
10007,3/1/1994 22:00,3/2/1994 9:00,15.74,4.06,12,6
10009,3/2/1994 17:00,3/2/1994 22:00,5.85,1.78,6,9
10011,3/9/1994 21:00,3/9/1994 21:00,1.27,1.27,1,166
10013,3/10/1994 13:00,3/10/1994 15:00,4.32,3.05,3,16
10015,3/21/1994 17:00,3/21/1994 17:00,1.52,1.52,1,266
10017,3/25/1994 9:00,3/25/1994 12:00,19.3,12.7,4,87
10019,3/28/1994 22:00,3/29/1994 4:00,4.3,1.27,7,81
10021,4/7/1994 2:00,4/7/1994 2:00,0.25,0.25,1,213
10023,4/13/1994 12:00,4/13/1994 15:00,18.54,13.46,4,153
10025,4/14/1994 17:00,4/14/1994 17:00,9.91,9.91,1,26
10027,4/15/1994 19:00,4/15/1994 20:00,0.76,0.51,2,26
10029,4/22/1994 17:00,4/22/1994 18:00,8.89,8.13,2,165
10031,5/3/1994 17:00,5/3/1994 19:00,41.91,39.37,3,262
10033,5/4/1994 3:00,5/4/1994 3:00,1.02,1.02,1,8
10035,5/14/1994 13:00,5/14/1994 13:00,0.25,0.25,1,249
10037,5/19/1994 5:00,5/19/1994 10:00,2.8,1.02,6,111
10039,5/20/1994 1:00,5/20/1994 1:00,0.25,0.25,1,15
10041,5/27/1994 18:00,5/28/1994 10:00,1.5,0.25,17,184
10043,5/29/1994 5:00,5/29/1994 6:00,0.76,0.51,2,18
10045,5/30/1994 2:00,5/30/1994 3:00,20.32,19.05,2,20
10047,6/1/1994 19:00,6/1/1994 19:00,2.03,2.03,1,63
10049,6/3/1994 17:00,6/3/1994 17:00,2.03,2.03,1,46
10051,6/4/1994 20:00,6/4/1994 23:00,3.81,1.27,4,26
10053,6/5/1994 14:00,6/5/1994 20:00,28.44,27.94,7,14
10055,6/6/1994 14:00,6/6/1994 18:00,37.85,30.48,5,18
10057,6/7/1994 5:00,6/7/1994 10:00,12.96,6.86,6,11
10059,6/7/1994 15:00,6/7/1994 17:00,1.27,0.76,3,6
10061,6/9/1994 20:00,6/9/1994 21:00,1.52,1.27,2,50
10063,6/10/1994 17:00,6/10/1994 20:00,6.85,3.3,4,19
10065,6/11/1994 16:00,6/11/1994 21:00,30.23,28.96,6,20
10067,6/12/1994 20:00,6/12/1994 21:00,3.81,3.56,2,23
10069,6/13/1994 21:00,6/13/1994 23:00,1.27,0.51,3,25
10071,6/14/1994 17:00,6/14/1994 18:00,42.42,39.37,2,17
10073,6/16/1994 12:00,6/16/1994 13:00,15.75,9.4,2,41
10075,6/16/1994 17:00,6/16/1994 23:00,46.48,31.5,7,4
10077,6/17/1994 11:00,6/17/1994 14:00,32,30.48,4,13
10079,6/19/1994 11:00,6/19/1994 11:00,6.35,6.35,1,45
10081,6/19/1994 19:00,6/19/1994 20:00,1.78,1.02,2,7
10083,6/21/1994 13:00,6/21/1994 16:00,8.89,7.37,4,40
10085,6/23/1994 11:00,6/23/1994 11:00,4.83,4.83,1,42
10087,6/23/1994 17:00,6/23/1994 18:00,3.05,2.03,2,5
10089,6/24/1994 22:00,6/24/1994 22:00,2.79,2.79,1,28
10091,6/25/1994 14:00,6/25/1994 15:00,11.43,9.65,2,16
10093,6/26/1994 3:00,6/26/1994 6:00,10.41,4.06,4,11
10095,6/30/1994 17:00,6/30/1994 18:00,6.09,5.84,2,106
